"login","name","language","num_watchers","num_external_contributors","num_prs","num_issues","active_years","num_travis_builds"
"piranha","osgameclones","Python",172,45,133,67,"2",512
"ryanchapman","go-any-proxy","Go",76,2,9,7,"2",63
"joshwlewis","unitwise","Ruby",134,2,3,16,"2",158
"celluloid","timers","Ruby",95,20,26,15,"3",145
"eliben","pss","Python",136,11,17,18,"3",61
"savon-noir","python-libnmap","Python",108,13,18,37,"2",188
"fusionbox","django-authtools","Python",98,10,21,21,"2",203
"brownhead","superzippy","Python",90,3,10,17,"2",63
"adriank","ObjectPath","Python",73,4,12,24,"3",91
"buger","gor","Go",2121,20,77,91,"2",595
"gitlabhq","gitlab-ci-runner","Ruby",166,42,69,72,"2",123
"edx","diff-cover","Python",82,22,103,34,"2",723
"fsouza","go-dockerclient","Go",379,82,194,128,"2",879
"kvesteri","sqlalchemy-continuum","Python",94,8,20,74,"2",370
"Nordstrom","chef-vault","Ruby",208,20,67,93,"2",236
"jsprit","jsprit","Java",82,4,10,155,"2",282
"sksamuel","scrimage","Java",213,14,26,64,"2",583
"luikore","nyara","Ruby",91,2,6,35,"2",197
"dynport","metrix","Ruby",71,4,5,0,"2",51
"defuse","password-hashing","Java",133,2,7,41,"2",68
"saturnflyer","surrounded","Ruby",113,6,6,17,"2",261
"ericam","true","Ruby",212,7,21,21,"2",122
"spajus","hubot-control","Ruby",171,6,8,6,"2",72
"yegor256","rultor","Java",95,18,84,464,"2",1430
"pagseguro","ruby","Ruby",52,18,120,6,"2",649
"pysimplesoap","pysimplesoap","Python",137,16,50,27,"2",172
"eapache","starscope","Ruby",53,1,78,42,"2",495
"zeroturnaround","zt-exec","Java",154,6,6,20,"2",125
"JSQLParser","JSqlParser","Java",165,10,25,124,"3",56
"yetty","django-embed-video","Python",78,12,20,29,"2",207
"trautonen","coveralls-maven-plugin","Java",124,11,17,56,"2",163
"eliben","pyelftools","Python",174,13,44,34,"3",123
"julman99","gson-fire","Java",53,3,2,12,"2",104
"pierrre","imageserver","Go",122,2,1,4,"2",600
"cburmeister","flask-bones","Python",86,3,12,8,"2",114
"dkunzler","esperandro","Java",136,5,9,24,"2",85
"eliben","pycparser","Python",377,14,36,52,"3",135
"erikhuda","thor","Ruby",602,42,88,95,"3",211
"code-mancers","invoker","Ruby",293,21,61,78,"2",368
"nilearn","nilearn","Python",69,24,283,298,"2",2795
"tknerr","vagrant-managed-servers","Ruby",93,18,18,34,"2",133
"trulia","hologram","Ruby",1090,25,91,126,"2",229
"theupdateframework","tuf","Python",105,14,102,149,"2",141
"nvbn","django-bower","Python",284,16,21,26,"2",101
"stretchr","testify","Go",829,52,87,87,"3",96
"ThoughtWorksStudios","eb_deployer","Ruby",99,15,22,24,"2",143
"onddo","postfix-dovecot-cookbook","Ruby",53,1,0,3,"2",65
"geminabox","geminabox","Ruby",211,56,49,66,"5",129
"mitmproxy","pathod","Python",58,3,15,8,"2",207
"mitmproxy","mitmproxy","Python",1221,48,144,407,"3",1137
"tumf","gargor","Ruby",51,2,1,8,"2",66
"phinze","landrush","Ruby",222,15,49,61,"2",125
"geokit","geokit","Ruby",197,33,64,36,"3",254
"simonc","memfs","Ruby",247,3,3,14,"2",109
"ionrock","cachecontrol","Python",119,21,51,38,"2",262
"mixpanel","mixpanel-ruby","Ruby",87,23,42,50,"2",112
"geokit","geokit-rails","Ruby",237,22,20,32,"5",87
"wikimedia","pywikibot-core","Python",82,69,6,0,"8",2689
"mancmelou","lexeme","Ruby",107,2,5,2,"2",59
"swipely","docker-api","Ruby",371,51,164,123,"2",758
"mongodb","morphia","Java",476,31,87,463,"3",497
"erikrose","peep","Python",126,11,38,62,"2",91
"jdantonio","functional-ruby","Ruby",130,4,19,8,"2",286
"sanemat","tachikoma","Ruby",76,5,151,30,"2",346
"pyamg","pyamg","Python",70,3,6,158,"2",149
"sdywcd","jshoper3x","Java",86,1,3,5,"2",153
"grangier","python-goose","Python",837,29,89,124,"2",376
"garethr","puppet-module-skeleton","Ruby",172,31,58,19,"2",59
"glebm","i18n-tasks","Ruby",507,22,32,122,"2",793
"richardkiss","pycoin","Python",218,28,73,64,"2",296
"globocom","tornado-es","Python",51,10,19,13,"3",57
"cloudfoundry","loggregator","Go",103,58,35,23,"2",1742
"twitter","hraven","Java",89,8,76,56,"2",361
"laurilehmijoki","s3_website","Ruby",581,26,36,134,"2",601
"Vektah","CodeGlance","Java",283,4,5,78,"2",75
"orgsync","active_interaction","Ruby",287,10,118,167,"2",1208
"tmatilai","vagrant-proxyconf","Ruby",206,12,59,74,"2",347
"wuman","android-oauth-client","Java",196,5,18,25,"2",176
"soundcloud","lhm","Ruby",459,35,55,28,"4",349
"pystruct","pystruct","Python",157,13,87,64,"3",595
"conformal","gotk3","Go",240,21,45,63,"2",188
"mitchellh","packer","Go",3787,292,884,1546,"2",3226
"austenito","ruby-resty","Ruby",60,2,2,14,"2",60
"davidcelis","api-pagination","Ruby",199,13,28,15,"2",159
"irmen","Pyro4","Python",133,4,14,66,"2",153
"code-mancers","rapidfire","Ruby",141,8,26,36,"2",143
"sloria","TextBlob","Python",853,7,15,76,"2",342
"saberma","china_sms","Ruby",244,10,16,6,"2",61
"ionelmc","python-manhole","Python",103,5,30,8,"2",301
"rubyzip","rubyzip","Ruby",187,44,80,99,"4",329
"rackspace","gophercloud","Go",155,39,269,159,"2",1035
"mitsuhiko","babel","Python",230,24,73,103,"8",369
"mwclient","mwclient","Python",57,13,23,52,"6",135
"stefan-kolb","paas-profiles","Ruby",58,22,35,107,"2",608
"hechtus","mopidy-gmusic","Python",78,8,34,59,"2",134
"spf13","hugo","Go",3735,167,534,712,"2",2177
"rails-assets","rails-assets","Ruby",717,21,27,244,"2",572
"zk-ruby","zookeeper","Ruby",53,13,16,21,"3",299
"SpigotMC","BungeeCord","Java",146,77,251,790,"3",1620
"github","github-ldap","Ruby",85,14,82,2,"2",550
"scrapinghub","splash","Python",322,19,94,152,"2",1016
"bumptech","glide","Java",3126,21,55,467,"2",340
"github","hub","Ruby",2982,53,246,391,"5",1216
"datastax","python-driver","Python",280,62,284,72,"2",1471
"MrTJP","ProjectRed","Java",187,40,160,678,"2",650
"jborg","attic","Python",642,19,82,244,"2",346
"hstove","rbtc_arbitrage","Ruby",172,6,10,13,"2",116
"jezdez","envdir","Python",124,6,22,19,"2",99
"PragTob","after_do","Ruby",66,2,2,14,"2",64
"jrief","django-admin-sortable2","Python",72,16,35,33,"2",173
"havoc-io","xeno","Python",85,1,3,20,"2",119
"mirego","gaffe","Ruby",86,4,14,7,"2",100
"mqingyn","torngas","Python",198,2,2,4,"2",65
"SaitoWu","linner","Ruby",158,3,16,27,"2",126
"johncarl81","parceler","Java",965,8,19,85,"2",378
"shyiko","mysql-binlog-connector-java","Java",77,5,7,47,"2",148
"ankane","searchkick","Ruby",989,42,105,365,"2",736
"mame","quine-relay","Ruby",1079,10,28,35,"2",105
"mmozuras","pronto","Ruby",578,17,48,37,"2",409
"bbatsov","powerpack","Ruby",146,11,20,7,"2",107
"openlabs","magento_integration","Python",59,13,35,137,"2",130
"heapsource","active_model_otp","Ruby",181,13,16,5,"2",87
"tweetstream","tweetstream","Ruby",150,6,9,43,"3",172
"linkedin","pyexchange","Python",54,9,27,24,"2",60
"frankiesardo","icepick","Java",954,6,15,42,"2",105
"JakeWharton","timber","Java",745,14,41,23,"2",173
"jrallison","go-workers","Go",338,17,33,22,"2",100
"playframework","play1","Python",1555,167,889,0,"7",265
"easymock","objenesis","Java",65,4,3,1,"9",61
"palantir","eclipse-typescript","Java",179,8,46,219,"2",142
"alisnic","nyny","Ruby",157,9,23,38,"2",110
"MediaCrush","MediaCrush","Python",1357,30,179,501,"2",669
"hynek","pem","Python",53,7,9,3,"2",100
"rspec","rspec-collection_matchers","Ruby",61,8,16,14,"2",114
"graphaware","neo4j-framework","Java",64,5,3,23,"2",544
"olgabot","prettyplotlib","Python",499,22,33,56,"2",85
"jeffknupp","sandman","Python",614,11,19,91,"2",252
"python","raspberryio","Python",115,5,12,23,"2",84
"skylightio","skylight-ruby","Ruby",51,10,5,31,"2",212
"flood-io","ruby-jmeter","Ruby",252,13,19,20,"2",148
"chibisov","drf-extensions","Python",240,11,27,65,"2",121
"collectiveidea","interactor","Ruby",535,17,45,49,"2",107
"behdad","fonttools","Python",225,19,114,193,"2",334
"owlcs","owlapi","Java",100,11,93,315,"3",1176
"dz0ny","leapcast","Python",466,18,33,94,"2",74
"revily","revily","Ruby",52,2,1,15,"2",151
"mesos","hadoop","Java",72,10,43,22,"2",96
"mycila","license-maven-plugin","Java",56,9,29,53,"2",159
"BBC-News","wraith","Ruby",866,43,149,122,"2",579
"layervault","psd.rb","Ruby",304,15,19,69,"2",300
"google","auto","Java",1182,27,129,106,"2",544
"larsmans","seqlearn","Python",108,5,9,5,"2",52
"yegor256","xembly","Java",85,6,6,63,"2",100
"chloerei","alipay","Ruby",304,9,25,19,"2",80
"jezdez","django-hosts","Python",102,6,11,19,"4",87
"ranjib","etcd-ruby","Ruby",101,13,43,7,"2",146
"EducationalTestingService","skll","Python",283,10,105,134,"2",1277
"pydanny","dj-stripe","Python",146,22,79,139,"2",704
"tpitale","staccato","Ruby",75,9,16,20,"2",114
"leejarvis","slop","Ruby",159,20,23,34,"3",252
"rebelidealist","stripe-ruby-mock","Ruby",287,54,122,106,"2",407
"cvxgrp","cvxpy","Python",241,22,55,145,"2",890
"nytlabs","streamtools","Go",642,11,334,231,"2",553
"languagetool-org","languagetool","Java",373,30,86,193,"2",1966
"EnterpriseQualityCoding","FizzBuzzEnterpriseEdition","Java",2088,26,58,117,"3",87
"michaelhelmick","lassie","Python",148,5,10,13,"2",70
"everpeace","cookbook-mesos","Ruby",55,13,22,14,"2",94
"lpomfrey","django-debreach","Python",56,4,5,6,"2",97
"kz26","PyExcelerate","Python",86,11,15,21,"2",152
"mongomapper","mongomapper","Ruby",90,91,50,40,"6",292
"goraft","raft","Go",483,20,108,36,"2",199
"ruedap","alfred2-font-awesome-workflow","Ruby",242,1,49,14,"2",287
"github","pages-gem","Ruby",348,15,102,48,"2",476
"aerogear","aerogear-unifiedpush-server","Java",158,26,543,0,"2",2281
"kernow","shortcode","Ruby",163,9,13,21,"2",110
"tabatkins","bikeshed","Python",63,21,145,268,"2",266
"saberma","china_city","Ruby",156,2,7,11,"2",63
"yujinakayama","transpec","Ruby",547,4,6,99,"2",713
"mailgun","vulcan","Python",292,16,60,29,"2",436
"salesking","sepa_king","Ruby",63,14,23,21,"2",163
"gmr","rabbitpy","Python",111,10,18,58,"2",265
"sigmavirus24","betamax","Python",103,9,26,46,"2",328
"tzinfo","tzinfo","Ruby",111,8,11,29,"2",70
"hynek","structlog","Python",194,12,24,29,"2",479
"tsenart","vegeta","Go",882,21,65,66,"2",325
"DataTorrent","Malhar","Java",59,18,1028,422,"3",2870
"tilal6991","HoloIRC","Java",63,5,24,77,"2",210
"futuresimple","android-db-commons","Java",160,5,46,28,"2",196
"landscapeio","prospector","Python",431,12,46,84,"2",381
"puppetlabs","beaker","Ruby",162,67,743,132,"5",1070
"pilu","traffic","Go",220,5,4,4,"2",74
"oleiade","trousseau","Go",261,14,40,125,"2",333
"relayrides","pushy","Java",220,17,86,94,"2",573
"box","rotunicode","Python",59,6,12,1,"2",105
"xiaocong","uiautomator","Python",211,2,6,100,"2",185
"emyl","vagrant-triggers","Ruby",254,5,7,40,"2",53
"sparklemotion","sqlite3-ruby","Ruby",70,19,21,42,"3",142
"rackerlabs","blueflood","Java",290,15,439,43,"2",1756
"protobuf-ruby","beefcake","Ruby",68,9,37,16,"4",155
"pydanny","cookiecutter-django","Python",553,46,169,88,"2",349
"duckduckgo","android","Java",136,16,58,130,"2",306
"couchbase","sync_gateway","Go",130,23,185,690,"2",301
"Shopify","sarama","Go",483,29,321,149,"2",2086
"ddollar","forego","Go",464,13,29,32,"2",53
"goldsmith","Wikipedia","Python",314,24,37,60,"2",169
"redis-store","redis-store","Ruby",164,25,39,54,"5",215
"square","wire","Java",598,20,159,67,"2",1474
"benbalter","gman","Ruby",62,29,88,15,"2",491
"onsi","ginkgo","Go",512,20,41,131,"2",283
"onsi","gomega","Go",221,26,41,58,"2",177
"hgrecco","pyvisa","Python",85,11,29,131,"2",199
"ondrejbartas","sidekiq-cron","Ruby",105,11,26,19,"2",110
"jmcvetta","neoism","Go",159,10,29,30,"2",293
"sheimi","SGit","Java",216,16,30,128,"2",90
"google","compile-testing","Java",151,8,36,32,"2",134
"rubysec","bundler-audit","Ruby",378,14,38,27,"2",163
"bemyeyes","bemyeyes-server","Ruby",127,5,5,30,"2",139
"feedbin","feedbin","Ruby",388,23,60,90,"2",750
"sethvargo","stove","Ruby",101,12,37,44,"2",210
"CamDavidsonPilon","lifelines","Python",231,22,82,87,"2",624
"ustream","yolo","Java",96,4,1,0,"2",65
"cequel","cequel","Ruby",179,33,126,118,"3",619
"joenorton","rubyretriever","Ruby",70,6,10,8,"2",158
"brettweavnet","gosync","Go",109,5,9,15,"2",89
"vinitkumar","googlecl","Python",73,3,8,394,"3",97
"evansd","whitenoise","Python",284,9,11,24,"2",99
"spilgames","mysql-statsd","Python",57,8,27,10,"2",84
"19wu","19wu","Ruby",148,10,36,50,"3",1022
"checkstyle","checkstyle","Java",367,52,693,598,"2",3861
"benoitc","offset","Python",106,4,5,17,"2",98
"timothycrosley","isort","Python",259,35,154,123,"2",815
"justinsb","jetcd","Java",89,3,11,5,"2",62
"grosser","wwtd","Ruby",160,8,15,10,"2",151
"cloudfoundry","cli","Go",325,68,193,404,"2",2325
"threerings","getdown","Java",80,8,8,10,"3",52
"alex","alchimia","Python",65,8,10,8,"2",64
"jorgemanrubia","mailgun_rails","Ruby",64,12,29,18,"2",108
"square","kochiku","Ruby",177,17,137,26,"2",465
"selendroid","selendroid","Java",265,41,161,692,"2",786
"Grokzen","redis-py-cluster","Python",88,7,52,26,"2",285
"code4craft","xsoup","Java",65,3,2,15,"2",92
"smartystreets","goconvey","Go",910,34,60,252,"2",293
"clarete","curdling","Python",162,7,14,68,"2",177
"resque","resque-scheduler","Ruby",197,67,192,131,"4",537
"pawurb","termit","Ruby",277,4,5,5,"2",161
"jcabi","jcabi-aspects","Java",124,15,64,103,"2",262
"gocardless","hutch","Ruby",247,32,70,67,"2",256
"hulu","restfulgit","Python",117,3,48,53,"2",418
"jdan","rubycards","Ruby",141,7,12,1,"2",55
"BinPy","BinPy","Python",174,34,230,50,"2",857
"geier","khal","Python",275,14,52,163,"2",734
"websocket-rails","websocket-rails","Ruby",606,15,53,193,"3",371
"tinkerpop","tinkerpop3","Java",208,15,48,547,"2",2781
"stevenosloan","slack-notifier","Ruby",332,8,13,18,"2",77
"mattn","gom","Go",582,21,33,19,"2",105
"SamSaffron","memory_profiler","Ruby",315,11,14,9,"2",66
"wtforms","wtforms","Python",315,33,82,114,"5",284
"hanguofeng","gocaptcha","Go",76,3,6,0,"2",79
"getnikola","nikola","Python",811,96,733,1152,"3",5983
"jplusplus","detective.io","Python",106,7,11,673,"2",1214
"fgrehm","ventriloquist","Ruby",119,4,11,50,"2",104
"karanlyons","django-save-the-change","Python",70,4,6,8,"2",61
"docopt","docopt.go","Go",475,3,14,14,"2",55
"miguelgrinberg","Flask-Migrate","Python",280,8,15,49,"2",57
"tony","tmuxp","Python",296,12,28,81,"2",1184
"dancannon","gorethink","Go",469,33,58,145,"2",206
"edoburu","django-parler","Python",135,19,36,60,"2",288
"spf13","cobra","Go",853,31,78,45,"2",230
"YannBrrd","elasticsearch-entity-resolution","Java",69,3,2,3,"2",99
"makaroni4","sandi_meter","Ruby",282,16,27,35,"2",164
"corydissinger","raw4j","Java",51,8,11,11,"2",69
"wink","money-tree","Ruby",63,4,4,3,"2",65
"pyqtgraph","pyqtgraph","Python",233,29,96,89,"3",340
"MiniProfiler","rack-mini-profiler","Ruby",831,47,76,71,"3",199
"infinum","phrasing","Ruby",222,9,15,34,"2",85
"heynemann","motorengine","Python",76,10,19,56,"2",258
"coldfix","udiskie","Python",51,7,32,55,"2",421
"attr-encrypted","attr_encrypted","Ruby",223,13,48,71,"5",194
"dropwizard","dropwizard","Java",1593,163,446,324,"3",1761
"tobli","browsertime","Java",89,4,8,76,"2",433
"JackStouffer","Flask-Foundation","Python",508,6,6,0,"2",61
"nedbat","coveragepy","Python",96,18,3,0,"3",508
"gophersjp","go","Go",57,7,28,44,"2",152
"gabrielemariotti","cardslib","Java",2124,14,53,411,"2",149
"bluejamesbond","TextJustify-Android","Java",594,10,17,65,"2",51
"mozillazg","python-pinyin","Python",136,1,2,18,"2",138
"EDMC","api-versions","Ruby",56,5,4,7,"3",114
"karmi","retire","Ruby",214,31,44,122,"2",723
"igrigorik","http-2","Ruby",294,9,22,12,"2",129
"torakiki","sejda","Java",52,1,0,195,"2",106
"jmcvetta","napping","Go",174,6,14,10,"2",129
"jplana","python-etcd","Python",141,23,63,52,"2",237
"myui","hivemall","Java",239,8,138,54,"2",159
"terryyin","lizard","Python",97,5,10,37,"2",239
"torakiki","pdfsam","Java",88,2,2,77,"4",288
"travis-ci","dpl","Ruby",140,57,129,127,"2",955
"mgodave","barge","Java",69,2,37,37,"2",186
"csparpa","pyowm","Python",62,3,33,48,"2",210
"ricallinson","forgery","Go",52,1,0,1,"2",102
"yatish27","linkedin-scraper","Ruby",124,14,11,23,"3",67
"sh4nks","flaskbb","Python",471,14,52,77,"2",325
"heroku","force","Go",167,25,114,74,"2",339
"balloob","home-assistant","Python",1685,15,157,54,"2",1222
"iipc","openwayback","Java",83,24,92,172,"2",268
"pexpect","pexpect","Python",327,30,101,125,"9",656
"PythonCharmers","python-future","Python",320,22,47,114,"2",500
"evonove","django-stored-messages","Python",52,7,4,7,"2",100
"aws","aws-sdk-core-ruby","Ruby",237,21,56,164,"2",454
"connectbot","connectbot","Java",200,16,19,54,"6",234
"pyca","cryptography","Python",478,73,1644,436,"2",6892
"Adobe-Consulting-Services","acs-aem-commons","Java",116,18,185,291,"2",892
"kelseyhightower","confd","Go",1401,48,116,191,"2",662
"zsxwing","leetcode-java","Java",62,2,3,0,"2",78
"NLeSC","xtas","Python",67,6,26,46,"2",215
"bluepill-rb","bluepill","Ruby",233,21,10,20,"2",86
"simplabs","ember-simple-auth","Ruby",809,80,153,421,"2",1175
"VCNC","haeinsa","Java",101,5,23,22,"2",53
"kuujo","vertigo","Java",132,1,9,33,"2",63
"promiscuous-io","promiscuous","Ruby",82,4,10,32,"2",805
"mopidy","mopidy-spotify","Python",127,6,15,43,"2",219
"dkubb","memoizable","Ruby",62,5,8,10,"2",158
"eirslett","frontend-maven-plugin","Java",573,28,83,161,"2",425
"yhat","ggplot","Python",683,44,148,281,"2",306
"spacetelescope","understanding-json-schema","Python",227,12,24,15,"2",117
"spotify","dh-virtualenv","Python",307,20,50,45,"2",124
"skynetservices","skydns","Go",751,33,98,112,"2",496
"jpush","jpush-api-python-client","Python",53,4,4,14,"2",63
"Exa-Networks","exabgp","Python",318,26,113,139,"2",339
"Itxaka","pyapi-gitlab","Python",101,31,64,49,"2",311
"garybernhardt","selecta","Ruby",578,16,35,54,"2",152
"JavaMoney","jsr354-api","Java",60,8,40,0,"2",137
"emilsjolander","sprinkles","Java",376,14,30,56,"2",185
"sjwhitworth","golearn","Go",1971,14,64,50,"2",155
"mbosecke","pebble","Java",123,12,18,63,"2",139
"kislyuk","ensure","Python",51,1,10,3,"2",166
"tcopeland","pippi","Ruby",270,11,23,13,"2",91
"stratosphere","stratosphere","Java",158,27,413,480,"5",1283
"caelum","vraptor4","Java",199,26,716,315,"2",2647
"arteria","django-hijack","Python",307,20,45,34,"2",105
"jingweno","gotask","Go",160,1,9,14,"2",136
"davedoesdev","python-jwt","Python",64,2,2,9,"3",53
"sethvargo","chef-sugar","Ruby",216,25,61,48,"2",263
"landscapeio","pylint-django","Python",65,11,20,26,"2",136
"jpush","jpush-api-java-client","Java",86,5,10,4,"3",102
"jhalterman","lyra","Java",100,6,7,43,"2",82
"balloob","pychromecast","Python",185,9,18,30,"2",55
"jondot","sneakers","Ruby",366,34,71,70,"2",73
"airbnb","stemcell","Ruby",82,13,41,3,"2",95
"rs-pro","mongoid-elasticsearch","Ruby",54,5,6,15,"2",112
"IDPF","epubcheck","Java",291,15,90,167,"3",229
"dynport","gocloud","Go",65,6,9,0,"2",132
"naoina","kocha","Go",144,3,6,25,"2",144
"brettwooldridge","HikariCP","Java",1231,30,63,269,"2",1722
"gorilla","websocket","Go",1013,17,23,43,"2",84
"FetLife","rollout","Ruby",402,20,38,15,"5",77
"asciimoo","searx","Python",305,18,194,190,"2",750
"python-diamond","Diamond","Python",202,96,146,66,"2",600
"jonathanslenders","asyncio-redis","Python",189,15,40,29,"2",296
"tankywoo","simiki","Python",357,5,9,30,"2",151
"anholt","libepoxy","Python",111,6,15,44,"2",58
"jacebrowning","template-python","Python",258,1,49,42,"2",552
"triketora","women-in-software-eng","Python",290,153,205,7,"2",187
"boto","boto3","Python",324,10,98,75,"2",504
"python-openxml","python-docx","Python",292,8,32,155,"2",241
"addthis","stream-lib","Java",330,20,26,16,"3",165
"heroku","hk","Go",260,27,95,96,"2",1046
"SublimeLinter","SublimeLinter3","Python",471,29,55,234,"2",235
"harrystech","dynosaur","Ruby",108,4,10,1,"2",122
"elm-city-craftworks","practicing-ruby-cookbook","Ruby",69,4,26,2,"2",74
"alibaba","multi-thread-context","Java",108,2,0,41,"2",96
"premailer","premailer","Ruby",468,41,46,88,"4",182
"openfoodfoundation","openfoodnetwork","Ruby",73,14,66,466,"2",1748
"prometheus","promdash","Ruby",120,14,225,199,"2",868
"ulule","django-courriers","Python",77,2,2,1,"2",142
"hashicorp","serf","Go",1215,46,117,173,"2",677
"junegunn","fzf","Ruby",1805,26,68,228,"2",525
"airbnb","synapse","Ruby",681,24,82,26,"2",219
"salyh","elasticsearch-security-plugin","Java",139,2,5,15,"2",64
"hybridgroup","gobot","Go",1354,31,142,47,"2",1194
"upper","db","Go",225,8,24,66,"2",473
"airbnb","nerve","Ruby",362,15,40,11,"2",128
"influxdb","influxdb","Go",3818,119,1325,2008,"2",5213
"andreyfedoseev","django-static-precompiler","Python",98,7,29,20,"2",149
"bikeindex","bike_index","Ruby",64,6,20,71,"2",1270
"facebook","rebound","Java",1565,11,35,27,"2",141
"rvm","rvm1-capistrano3","Ruby",53,9,11,47,"2",77
"byroot","activerecord-typedstore","Ruby",63,7,16,15,"2",170
"smathieu","prosperity","Ruby",94,4,18,34,"2",149
"qingfeng","mikoto","Python",73,3,8,1,"2",63
