"login","name","language","num_watchers","num_external_contributors","num_prs","num_issues","active_years","num_travis_builds"
"rails-api","active_model_serializers","Ruby",2644,196,512,480,"4",1444
"godfat","rest-graph","Ruby",68,3,6,1,"5",93
"seatgeek","sixpack","Python",377,27,58,120,"3",620
"propublica","daybreak","Ruby",85,2,9,16,"3",239
"datastax","java-driver","Java",414,59,381,15,"3",1488
"mortardata","mortar","Ruby",107,10,216,16,"3",1191
"scottferg","Fergulator","Go",165,4,8,5,"3",110
"chemlab","chemlab","Python",60,6,4,120,"3",154
"elabs","pundit","Ruby",1717,55,140,154,"3",405
"shell909090","goproxy","Go",239,0,0,7,"3",192
"nicolaiarocci","eve","Python",1087,85,269,392,"3",1292
"vmihailenco","msgpack","Go",160,2,19,20,"3",75
"iain","fake_sqs","Ruby",70,5,18,3,"3",68
"kislyuk","argcomplete","Python",251,22,44,68,"3",372
"rails-api","rails-api","Ruby",1511,59,86,121,"3",256
"balinterdi","i15r","Ruby",54,7,14,21,"6",52
"stanfy","gson-xml","Java",67,6,5,16,"3",57
"crsmithdev","arrow","Python",1336,80,133,102,"3",525
"junkdog","artemis-odb","Java",120,8,50,216,"3",161
"vcr","vcr","Ruby",2303,80,173,324,"5",443
"Netflix","Hystrix","Java",3462,50,355,290,"3",455
"gleitz","howdoi","Python",1034,28,48,64,"3",146
"gawel","pyquery","Python",354,16,20,79,"3",92
"rails","rails-observers","Ruby",188,16,17,19,"3",51
"seratch","gistub","Ruby",109,8,14,16,"2",135
"tbroyer","gwt-maven-plugin","Java",51,6,3,23,"4",89
"opf","openproject","Ruby",599,59,3184,0,"9",13160
"pbyrne","cron-checker","Ruby",93,2,12,14,"3",103
"jtauber","sebastian","Python",69,8,33,23,"6",64
"moviepilot","zuck","Ruby",54,3,13,7,"3",77
"codetriage","codetriage","Ruby",327,62,264,110,"3",822
"amahi","platform","Ruby",87,16,104,5,"3",614
"matthodan","jekyll-asset-pipeline","Ruby",122,3,16,29,"3",67
"SheffieldML","GPy","Python",169,24,20,183,"3",1962
"mstarkman","can_be","Ruby",67,3,2,0,"3",52
"scanny","python-pptx","Python",148,5,27,147,"2",58
"minimagick","minimagick","Ruby",450,47,119,140,"5",372
"apache","cordova-android","Java",613,115,187,0,"7",248
"haiwen","seadroid","Java",147,20,201,188,"2",1699
"charliesome","better_errors","Ruby",5571,61,122,185,"3",224
"alchemy-fr","Zippy","Python",89,6,42,34,"3",255
"bitly","pynsq","Python",126,23,101,42,"3",516
"plataformatec","faraday-http-cache","Ruby",130,18,42,34,"3",232
"mahmoudimus","nose-timer","Python",52,12,40,23,"3",96
"dianping","cat","Java",491,15,665,149,"4",1591
"JukkaL","mypy","Python",610,24,113,600,"3",556
"darth10","chordy","Ruby",107,1,6,12,"3",85
"crawljax","crawljax","Java",232,35,222,261,"4",218
"bebraw","pypandoc","Python",62,15,37,19,"4",92
"rvm","rvm","Ruby",153,18,23,124,"4",4650
"jakenjarvis","Android-OrmLiteContentProvider","Java",124,3,4,18,"2",161
"jonathanslenders","python-deployer","Python",76,3,34,4,"2",86
"nicolaiarocci","cerberus","Python",280,22,70,51,"3",396
"kaize","valle","Ruby",100,11,9,13,"3",61
"Kotti","Kotti","Python",272,40,284,162,"4",675
"peter-murach","tty","Ruby",147,5,5,11,"3",288
"spulec","freezegun","Python",326,31,49,52,"3",295
"Netflix","Turbine","Java",211,14,41,28,"3",53
"eventlet","eventlet","Python",221,48,107,125,"5",646
"gorilla","securecookie","Go",99,10,17,7,"3",53
"cenobites","flask-jsonrpc","Python",52,5,9,22,"3",67
"ryanbressler","CloudForest","Go",254,2,4,45,"3",102
"cypriss","mutations","Ruby",331,15,42,45,"2",143
"un33k","python-slugify","Python",142,6,9,7,"3",93
"steveklabnik","request_store","Ruby",364,17,29,12,"3",79
"nurkiewicz","spring-data-jdbc-repository","Java",122,5,5,19,"4",134
"dmarcotte","github-markdown-preview","Ruby",76,5,19,15,"2",129
"ms-ati","docile","Ruby",159,9,13,4,"2",169
"meh","ruby-thread","Ruby",221,10,14,23,"3",66
"ivaldi","brimir","Ruby",577,29,46,148,"2",691
"iambrandontaylor","django-admin-sortable","Python",113,28,53,46,"4",213
"dejan","rails_panel","Ruby",1370,23,29,60,"3",104
"boto","botocore","Python",167,25,467,131,"3",1807
"vkostyukov","la4j","Java",170,20,79,175,"3",543
"jprante","elasticsearch-knapsack","Java",229,9,11,65,"3",104
"cassianoleal","vagrant-butcher","Ruby",107,4,10,46,"2",117
"rockymeza","wifi","Python",89,10,36,41,"3",190
"nviennot","nobrainer","Ruby",197,23,41,106,"3",179
"phlipper","chef-monit","Ruby",52,20,65,13,"4",187
"lviggiano","owner","Java",168,10,27,100,"2",644
"mikespook","gearman-go","Go",124,15,31,26,"4",98
"hashdist","hashdist","Python",60,16,142,199,"3",455
"manastech","crystal","Ruby",1946,62,316,621,"2",3026
"shadowsocks","shadowsocks-go","Go",524,9,29,60,"3",201
"jiaweihli","manga_downloader","Python",101,11,20,34,"5",73
"snowplow","referer-parser","Ruby",109,26,38,65,"3",190
"bradmontgomery","django-redis-metrics","Python",58,8,11,31,"3",69
"posativ","isso","Python",905,24,51,141,"2",343
"h5py","h5py","Python",205,35,154,510,"7",389
"randy3k","AlignTab","Python",275,5,6,44,"3",85
"xxuejie","webruby","Ruby",130,5,5,11,"2",81
"isaiah","jubilee","Java",174,3,5,20,"2",204
"igm","sockjs-go","Go",197,10,13,14,"3",125
"gorilla","schema","Go",99,15,22,17,"3",54
"zopefoundation","ZODB","Python",63,57,22,16,"18",109
"wummel","linkchecker","Python",442,8,25,632,"3",200
"aws","aws-cli","Python",2667,50,583,835,"3",2074
"biola","rack-cas","Ruby",60,11,18,17,"3",95
"fredjean","middleman-s3_sync","Ruby",142,23,32,52,"2",178
"wummel","patool","Python",57,1,1,22,"2",79
"json-schema","JSON-Schema-Test-Suite","Python",78,33,62,37,"3",186
"andrewculver","koudoku","Ruby",310,21,49,74,"3",59
"henriquebastos","django-aggregate-if","Python",99,5,9,7,"3",52
"myusuf3","delorean","Python",338,21,30,26,"2",171
"paultag","hy","Python",81,43,11,43,"2",433
"octopress","octopress","Ruby",807,9,30,91,"2",240
"pympler","pympler","Python",67,4,7,13,"4",128
"orcasgit","python-fitbit","Python",113,23,34,28,"3",146
"JoshCheek","seeing_is_believing","Ruby",241,12,15,46,"2",243
"Yubico","ykneo-openpgp","Java",78,11,10,23,"3",61
"disqus","gutter","Python",103,9,13,11,"3",76
"grocer","grocer","Ruby",814,29,50,55,"3",172
"solnic","coercible","Ruby",98,5,11,9,"3",59
"flyerhzm","redis-sentinel","Ruby",137,23,34,23,"3",84
"nebulab","pulsar","Ruby",101,6,9,18,"2",129
"gregspurrier","shen-ruby","Ruby",59,2,3,9,"3",97
"funkybob","django-nap","Python",134,15,28,26,"2",526
"lostisland","sawyer","Ruby",122,13,24,9,"3",114
"lostisland","faraday","Ruby",740,42,117,180,"4",426
"slim-template","slim","Ruby",895,45,117,412,"5",545
"diyan","pywinrm","Python",127,14,23,36,"3",153
"Go-SQL-Driver","MySQL","Go",972,29,150,181,"2",76
"mssola","user_agent","Go",80,6,8,7,"3",85
"openxc","openxc-android","Java",105,8,31,195,"2",559
"sebdah","scrapy-mongodb","Python",121,7,11,20,"2",92
"selwin","python-user-agents","Python",208,5,9,20,"2",56
"jaimegildesagredo","booby","Python",115,3,7,20,"2",163
"davecgh","go-spew","Go",441,10,11,26,"2",53
"firecat53","tabview","Python",99,7,55,68,"4",106
"kostya","eye","Ruby",386,20,33,106,"2",690
"p6spy","p6spy","Java",156,8,134,160,"3",725
"kbandla","dpkt","Python",69,4,43,236,"3",325
"lostisland","faraday_middleware","Ruby",73,28,43,24,"3",137
"doanduyhai","Achilles","Java",77,9,34,179,"2",794
"vincentbernat","snimpy","Python",65,7,12,20,"3",163
"realistschuckle","gohaml","Go",61,1,3,11,"5",58
"NARKOZ","ginatra","Ruby",209,3,8,9,"2",106
"nicksnyder","go-i18n","Go",153,13,12,12,"3",120
"jhnvz","retina_rails","Ruby",100,9,38,17,"3",275
"willdurand","puppet-nodejs","Ruby",60,17,47,52,"2",183
"niklasf","python-chess","Python",55,5,7,31,"3",323
"OpenGrok","OpenGrok","Java",410,20,143,1097,"9",308
"JazzCore","python-pdfkit","Python",187,4,10,23,"2",69
"keenlabs","keen-gem","Ruby",118,25,42,32,"2",254
"stanfy","enroscar","Java",173,5,37,30,"3",438
"camelmasa","animate-rails","Ruby",58,4,34,5,"3",78
"moul","advanced-ssh-config","Python",93,3,3,31,"3",188
"ianheggie","health_check","Ruby",51,8,9,10,"2",205
"jqno","equalsverifier","Java",74,3,10,8,"2",57
"jMonkeyEngine","jmonkeyengine","Java",611,40,99,186,"2",701
"tooxie","shiva-server","Python",125,7,94,60,"2",608
"kevinrutherford","event_bus","Ruby",94,6,8,7,"2",71
"segmentio","analytics-python","Python",55,13,23,29,"3",160
"sup-heliotrope","sup","Ruby",353,53,229,229,"9",783
"passy","Android-DirectoryChooser","Java",245,16,26,26,"2",230
"lucasr","twoway-view","Java",2203,12,39,190,"2",56
"dockyard","party_foul","Ruby",418,27,55,57,"2",258
"okfn","dataconverters","Python",54,6,10,37,"3",75
"cryptosphere","rbnacl","Ruby",210,12,62,56,"3",559
"fgrehm","letter_opener_web","Ruby",167,11,17,24,"2",70
"richardasaurus","imdb-pie","Python",122,5,11,6,"2",142
"jmxtrans","jmxtrans","Java",254,43,179,88,"4",637
"writethedocs","docs","Python",358,15,35,12,"2",400
"TheTorProject","ooni-probe","Python",162,28,253,146,"4",1194
"zhangkaitao","es","Java",479,6,14,72,"2",263
"twitter","secureheaders","Ruby",389,30,86,63,"2",446
"lisa-lab","pylearn2","Python",1401,115,1110,418,"5",4390
"jmcnamara","XlsxWriter","Python",359,16,28,242,"2",434
"locomote","gusteau","Ruby",60,7,26,24,"3",127
"fedora-infra","fedmsg","Python",62,28,155,126,"3",787
"appleboy","html5-template-engine","Ruby",63,1,2,5,"2",240
"BuildCraft","BuildCraft","Java",828,157,864,1955,"3",2080
"opentraveldata","geobases","Python",105,2,2,17,"2",523
"zachwill","moment","Python",151,1,2,9,"3",65
"hybridgroup","artoo","Ruby",745,28,126,25,"2",800
"iconara","cql-rb","Ruby",98,12,36,83,"2",473
"nanoc","nanoc","Ruby",1225,62,355,310,"8",1569
"geertj","gruvi","Python",71,3,6,11,"2",114
"halostatue","color","Ruby",51,7,10,9,"9",58
"cantino","reckon","Ruby",140,12,34,16,"2",118
"FontCustom","fontcustom","Ruby",800,29,63,208,"3",157
"openpnp","openpnp","Java",126,9,17,114,"2",167
"behave","behave","Python",284,40,107,188,"4",263
"prometheus","prometheus","Go",2445,41,605,285,"3",4150
"asciidoctor","asciidoctor","Ruby",529,28,547,856,"3",1772
"square","android-times-square","Java",1168,39,89,128,"2",200
"tpitale","mail_room","Ruby",61,2,7,15,"2",79
"cloudfoundry","gorouter","Go",204,67,47,47,"3",519
"shaoshing","train","Go",265,11,12,7,"2",75
"ai","evil-front","Ruby",90,5,5,0,"2",88
"PredictionIO","PredictionIO-Ruby-SDK","Ruby",119,8,6,0,"2",69
"pkittenis","parallel-ssh","Python",56,4,8,25,"3",218
"scraperwiki","scraperwiki-python","Python",71,14,41,33,"3",206
"rbCAS","CASino","Ruby",150,12,49,69,"3",353
"owlike","genson","Java",53,6,10,56,"2",156
"codinguser","gnucash-android","Java",178,25,121,193,"2",133
"roboguice","roboguice","Java",1447,9,65,243,"8",440
"skorks","escort","Ruby",105,2,3,6,"2",64
"thoughtbot","griddler","Ruby",406,49,132,76,"3",586
"stripe","mosql","Ruby",354,14,31,69,"2",152
"stripe","mongoriver","Ruby",69,10,10,4,"2",67
"topazproject","topaz","Python",887,43,643,203,"3",2112
"junit-team","junit","Java",3852,138,607,570,"15",502
"rondevera","twig","Ruby",117,8,11,38,"2",629
"boxen","boxen","Ruby",354,29,66,88,"2",371
"rubber","rubber","Ruby",1372,67,237,325,"8",717
"noirbizarre","django-eztables","Python",73,8,11,17,"2",66
"square","spoon","Java",656,35,93,141,"2",158
"openMF","mifosx","Java",104,75,1406,13,"3",3379
"mybatis","spring","Java",239,8,23,42,"2",127
"maoueh","nugrant","Ruby",81,2,3,24,"3",125
"halogenandtoast","monban","Ruby",125,11,23,19,"2",180
"asciidoctor","asciidoctor-gradle-plugin","Ruby",65,21,64,101,"2",256
"boxen","puppet-boxen","Ruby",70,42,89,43,"2",317
"clahub","clahub","Ruby",114,14,28,67,"2",94
"boxen","puppet-osx","Ruby",91,36,72,20,"2",192
"undera","jmeter-plugins","Java",109,20,82,0,"2",447
"spulec","moto","Python",314,64,190,170,"2",1036
"treyhunner","names","Python",80,3,14,2,"2",62
"jsocol","django-jsonview","Python",114,6,11,10,"2",107
"mybatis","mybatis-3","Java",1059,45,116,303,"4",588
"javanna","elasticshell","Java",68,1,0,19,"2",110
"yyuu","pyenv-virtualenv","Python",342,11,28,58,"2",169
"redneckbeard","gadget","Go",117,2,5,21,"2",76
"zendesk","curly","Ruby",280,12,87,49,"2",470
"mikeboers","PyAV","Python",90,10,23,81,"2",401
"desktoppr","wbench","Ruby",168,9,8,25,"2",56
"joelittlejohn","jsonschema2pojo","Java",757,24,67,220,"3",384
"quarnster","completion","Go",330,4,8,55,"2",56
"burke-software","django-simple-import","Python",59,7,13,32,"2",65
"tumblr","jumblr","Java",149,14,29,33,"2",142
"mahmoud","boltons","Python",2451,12,31,12,"2",174
"randomchars","pushbullet.py","Python",161,14,27,18,"2",70
"ralfstx","minimal-json","Java",202,6,13,42,"2",119
"fphilipe","warden-github-rails","Ruby",69,6,8,4,"2",79
"runtimerevolution","survey","Ruby",99,5,12,16,"2",86
"pelletier","go-toml","Go",78,6,14,25,"2",158
"kisielk","errcheck","Go",318,15,31,41,"2",62
"karlfreeman","rubykiq","Ruby",86,2,1,0,"2",89
"fgrehm","vagrant-lxc","Ruby",350,34,93,297,"2",506
"honeynet","beeswarm","Python",75,4,83,143,"2",899
"stephanenicolas","Quality-Tools-for-Android","Java",452,3,10,31,"2",124
"brettweavnet","trello_cli","Ruby",167,5,14,9,"2",98
"BurntSushi","toml","Go",440,21,33,47,"2",75
"anthonycr","Lightning-Browser","Java",330,40,117,141,"2",342
"miso-belica","sumy","Python",159,2,8,22,"2",100
"mezis","fuzzily","Ruby",95,6,29,19,"2",138
"ckoepp","TwitterSearch","Python",118,7,8,17,"2",175
"rollbar","rollbar-gem","Ruby",78,48,131,103,"2",914
"krobertson","deb-s3","Ruby",193,25,45,37,"2",93
"logstash","log4j-jsonevent-layout","Java",95,11,23,28,"3",84
"OneBusAway","onebusaway-android","Java",70,8,118,124,"3",686
"compleatang","legal-markdown","Ruby",62,2,2,30,"2",74
"omab","python-social-auth","Python",1729,170,262,402,"3",1097
"googollee","go-rest","Go",63,2,1,2,"2",83
"sculptor","sculptor","Java",65,4,2,176,"2",454
"pisilinux","PisiLinux","Python",52,30,629,140,"2",59
"IconoclastLabs","MotionTemplate","Ruby",59,5,6,5,"2",83
"textacular","textacular","Ruby",233,18,43,49,"3",155
"twitter","hbc","Java",303,14,61,82,"2",233
"Netflix","denominator","Java",163,4,260,112,"3",185
"moskytw","mosql","Python",67,5,16,25,"2",152
"adomokos","light-service","Ruby",153,11,44,25,"2",313
"iliabylich","lazy-caching","Ruby",65,3,1,2,"2",88
"pysal","pysal","Python",133,10,278,371,"2",927
"libgit2","git2go","Go",388,47,138,74,"2",433
"JakeWharton","butterknife","Java",3015,39,96,187,"2",603
"Shopify","identity_cache","Ruby",313,41,145,67,"2",840
"dwbutler","logstash-logger","Ruby",138,12,28,21,"3",148
"lib","pq","Go",870,48,153,152,"3",635
"mbj","concord","Ruby",63,8,4,7,"2",74
"halzhang","StartupNews","Java",182,1,1,12,"2",88
"togglz","togglz","Java",103,17,46,65,"4",154
"Gazler","rapidash","Ruby",102,5,14,9,"2",143
"biolab","orange3","Python",109,19,403,87,"3",1925
"jbox-web","redmine_git_hosting","Ruby",182,19,41,431,"3",602
"DRMacIver","hypothesis","Python",571,20,34,53,"2",2370
"nttlabs","nise_bosh","Ruby",56,10,16,13,"2",168
"CyberAgent","android-gpuimage","Java",891,14,40,125,"3",124
"chocoteam","choco3","Java",86,5,36,209,"2",337
"olivere","elastic","Go",288,10,41,56,"3",311
"jrief","django-angular","Python",521,26,73,110,"2",485
"sumoheavy","jira-ruby","Ruby",87,20,43,37,"3",99
"edx","XBlock","Python",381,32,272,32,"3",819
"Parquet","parquet-mr","Java",244,63,299,142,"3",1573
"ruby","www.ruby-lang.org","Ruby",523,185,901,231,"4",2626
"fredwu","datamappify","Ruby",78,6,12,18,"2",197
"linkedin","archetype","Ruby",84,3,84,20,"2",259
"fphilipe","premailer-rails","Ruby",262,16,38,60,"4",132
"nestorsalceda","mamba","Python",64,7,22,31,"2",209
"ngauthier","tubesock","Ruby",355,6,15,30,"2",75
"gjtorikian","html-proofer","Ruby",344,14,128,98,"2",812
"cantino","huginn","Ruby",4311,92,439,445,"2",1898
"loomio","loomio","Ruby",761,46,1862,421,"4",6712
"locomotivecms","wagon","Ruby",60,18,37,202,"2",113
"gollum","gollum-lib","Ruby",85,32,116,45,"2",415
"SoCo","SoCo","Python",325,30,190,122,"2",738
"whitequark","rack-utf8_sanitizer","Ruby",126,7,11,16,"2",64
"pengwynn","octonaut","Ruby",67,2,9,13,"3",85
"scikit-fuzzy","scikit-fuzzy","Python",71,6,55,4,"2",157
"cfpb","idea-box","Python",68,8,72,3,"2",242
"nhaarman","ListViewAnimations","Java",2437,19,75,281,"2",347
"pivotal","whiteboard","Ruby",65,13,28,10,"2",191
"g2p","blocks","Python",119,2,4,21,"2",115
"kongchen","swagger-maven-plugin","Java",103,17,52,152,"2",358
"appium","ruby_lib","Ruby",54,15,53,284,"2",67
"eXist-db","exist","Java",89,34,479,234,"12",1221
"justinabrahms","imhotep","Python",154,5,42,30,"3",202
"erichmenge","signed_form","Ruby",85,8,14,10,"2",208
"heynemann","cyclops","Python",103,5,8,8,"2",76
"WinRb","WinRM","Ruby",84,20,58,67,"4",163
"peritus","bumpversion","Python",188,11,34,67,"2",295
"itamarst","crochet","Python",102,10,34,55,"2",215
"deivid-rodriguez","byebug","Ruby",1060,24,43,111,"2",774
"sevos","zeus-parallel_tests","Ruby",64,4,3,29,"2",51
"Esri","geometry-api-java","Java",125,12,20,65,"2",102
"rackerlabs","stacktach","Python",85,12,323,22,"3",361
"resque","resque","Ruby",6424,263,660,692,"6",670
"ImageEngine","gaffer","Python",163,6,719,652,"4",963
"learningequality","ka-lite","Python",204,52,1809,2209,"3",4155
"Esri","spatial-framework-for-hadoop","Java",78,5,16,60,"2",133
"ruby-prof","ruby-prof","Ruby",348,31,42,121,"5",97
"whitequark","parser","Ruby",230,20,61,137,"2",686
"penberg","fjord","Java",121,2,3,3,"2",94
"pudo","dataset","Python",390,30,49,82,"2",128
"resque","redis-namespace","Ruby",96,45,65,41,"6",143
"philostler","rspec-sidekiq","Ruby",148,21,35,40,"2",193
"Prototik","HoloEverywhere","Java",341,21,56,416,"2",489
"alagu","pagoda","Ruby",160,4,5,22,"2",151
"nathanl","searchlight","Ruby",256,5,12,15,"2",110
"areski","python-nvd3","Python",188,25,54,43,"2",415
"linsomniac","python-memcached","Python",153,12,33,31,"6",87
"inconshreveable","ngrok","Go",3173,18,35,210,"2",234
"peek","peek","Ruby",1080,28,42,29,"2",132
"probonopd","AppImageKit","Python",65,5,10,17,"2",71
"krisleech","wisper","Ruby",756,21,67,52,"2",347
"gkmngrgn","radpress","Python",51,4,14,10,"2",116
"Psycojoker","baron","Python",59,5,42,26,"2",413
"rubymotion","Joybox","Ruby",53,12,35,34,"2",102
"infinitered","ruby-xcdm","Ruby",84,6,9,8,"2",59
"hylang","hy","Python",1124,60,460,394,"3",1591
"lookfirst","sardine","Java",104,14,34,44,"4",113
"paulocheque","tornado-rest-handler","Python",97,1,0,3,"2",52
"pearkes","tugboat","Ruby",417,16,83,75,"2",467
"tumblr","pytumblr","Python",207,13,27,32,"2",70
"ios-driver","ios-driver","Java",197,33,84,289,"3",666
"sightmachine","SimpleCV","Python",1073,80,383,291,"5",381
"chrishunt","github-auth","Ruby",104,5,39,4,"2",131
"patriciomacadden","hobbit","Ruby",73,4,12,5,"2",123
"steveklabnik","frappuccino","Ruby",150,12,27,1,"2",81
"edx","configuration","Python",413,34,1831,305,"2",5735
"dkubb","axiom","Ruby",73,6,24,21,"4",343
"opps","opps","Python",140,33,157,306,"2",1909
"rscarvalho","pyregex","Python",155,3,5,11,"6",96
"QuantumBadger","RedReader","Java",271,29,71,149,"2",71
"Nodeclipse","nodeclipse-1","Java",98,3,11,179,"2",267
"gamache","hyperresource","Ruby",74,6,22,15,"2",142
"op","go-logging","Go",324,13,26,32,"2",81
"onefinestay","nameko","Python",524,14,234,23,"2",1709
"lra","mackup","Python",2715,134,395,188,"2",503
"html5lib","html5lib-python","Python",219,15,87,105,"5",307
"petere","homebrew-postgresql","Ruby",60,4,6,10,"2",70
"joke2k","django-environ","Python",218,10,14,14,"2",61
"fommil","matrix-toolkits-java","Java",126,4,10,63,"5",63
"dbrgn","orochi","Python",56,4,16,46,"2",124
"airlift","slice","Java",137,8,39,1,"2",131
"mlandauer","cuttlefish","Ruby",158,6,14,187,"2",429
"wrobstory","vincent","Python",397,20,58,77,"2",274
"TangKe","SlideMenu","Java",145,1,0,6,"2",58
"intel-cloud","cosbench","Java",66,10,107,170,"2",52
"mozilla","ichnaea","Python",142,18,138,311,"2",1580
"facebook","buck","Java",781,69,98,274,"2",303
"swanson","stringer","Ruby",2506,72,191,189,"2",593
"f2prateek","progressbutton","Java",260,4,19,19,"2",69
"projecthydra","sufia","Ruby",62,28,851,392,"4",3645
"ai","autoprefixer-rails","Ruby",486,14,15,48,"2",464
"eddyxu","cpp-coveralls","Python",119,23,48,41,"2",242
"pivotal-sprout","sprout-wrap","Ruby",118,13,36,28,"2",184
"tonioo","modoboa","Python",372,23,64,402,"2",752
"puppetlabs","rspec-system","Ruby",63,13,46,40,"2",154
"chrismccord","sync","Ruby",331,14,52,137,"2",75
"jingweno","gh","Go",329,10,145,98,"2",785
"Mashape","unirest-java","Java",358,11,28,73,"2",379
"mirumee","saleor","Python",189,11,106,154,"2",731
"benbalter","jekyll-auth","Ruby",207,16,33,33,"2",166
"rkh","mustermann","Ruby",146,6,19,24,"2",123
"trustrachel","Flask-FeatureFlags","Python",56,4,11,5,"2",79
"paylogic","pip-accel","Python",134,13,15,40,"2",156
"ankane","groupdate","Ruby",604,8,15,67,"2",243
"svinota","pyroute2","Python",78,15,41,118,"2",612
"albertlatacz","java-repl","Java",451,4,15,63,"2",286
"pathikrit","scalgos","Java",135,2,7,0,"2",128
"xjsender","SublimeApex","Python",61,4,6,67,"2",204
"jimmycuadra","lita","Ruby",453,16,42,84,"2",332
"OvercastNetwork","SportBukkit","Ruby",197,13,111,37,"2",108
"plasticine","middleman-imageoptim","Ruby",91,8,17,25,"2",76
"jberkel","pay-me","Java",60,2,4,8,"2",61
"cyrusstoller","RevTilt","Ruby",98,3,3,67,"2",90
"vmihailenco","pg","Go",100,3,3,3,"2",57
"maxmind","GeoIP2-python","Python",77,7,12,12,"2",225
"GetJobber","recurring_select","Ruby",142,26,52,37,"2",244
"mavenlink","brainstem","Ruby",130,19,42,13,"3",250
"bitsofproof","supernode","Java",79,5,34,10,"3",581
"nkzawa","socket.io-client.java","Java",590,8,9,176,"2",126
"thrau","jarchivelib","Java",66,3,2,40,"2",63
"archan937","motion-bundler","Ruby",84,2,2,12,"2",70
"yujinakayama","guard-rubocop","Ruby",127,3,11,10,"2",131
"JabRef","jabref","Java",85,41,62,201,"2",746
"nsidc","vagrant-vsphere","Ruby",216,22,65,69,"2",82
"shadabahmed","logstasher","Ruby",267,25,42,34,"2",180
"WinRb","vagrant-windows","Ruby",103,20,78,125,"3",163
"jrhe","grape-active_model_serializers","Ruby",65,18,24,18,"2",84
"jaimeMF","youtube-dl-api-server","Python",57,4,3,32,"2",115
"maxmind","GeoIP2-java","Java",97,11,17,28,"2",234
"peterhudec","authomatic","Python",378,20,37,73,"2",112
"jhund","filterrific","Ruby",232,6,12,49,"5",56
"lincolnloop","salmon","Python",151,8,15,18,"2",141
"diowa","ruby2-rails4-bootstrap-heroku","Ruby",123,2,0,2,"2",466
"puniverse","quasar","Java",675,8,8,93,"2",1178
"sonots","fluent-plugin-record-reformer","Ruby",51,7,13,13,"2",149
"magnusvk","counter_culture","Ruby",290,13,29,64,"2",122
"smore-inc","tinys3","Python",128,8,21,21,"2",77
"sahan","RoboZombie","Java",77,3,1,25,"2",134
"spotify","netty-zmtp","Java",137,6,36,4,"3",199
"marschall","memoryfilesystem","Java",51,2,3,46,"2",156
"faye","websocket-driver-ruby","Ruby",73,5,12,14,"2",163
"vispy","vispy","Python",511,48,493,508,"3",3734
"imageio","imageio","Python",63,7,42,47,"2",449
"c9s","gomon","Go",78,3,11,6,"2",79
"terryyin","google-translate-python","Python",74,6,11,10,"2",55
"ActiveJpa","activejpa","Java",76,1,1,24,"2",269
"janfoeh","paperclip-optimizer","Ruby",126,6,8,11,"2",58
"garethr","garethr-docker","Ruby",243,85,201,94,"2",716
"cloudfoundry","java-buildpack","Ruby",76,22,102,101,"2",1064
"jsonld-java","jsonld-java","Java",91,14,34,76,"2",240
"spotify","snakebite","Python",265,17,89,70,"2",458
"BRML","climin","Python",70,8,10,23,"3",55
"jamesdbloom","mockserver","Java",257,8,23,131,"2",689
"d2fn","gopack","Go",138,8,40,18,"2",63
"segmentio","analytics-android","Java",89,24,179,131,"2",842
"gonum","blas","Go",67,6,101,25,"2",551
"commonwealth-of-puerto-rico","libre","Python",65,5,5,8,"2",62
"bflad","chef-docker","Ruby",290,54,176,158,"2",872
"mbj","unparser","Ruby",73,8,25,20,"2",529
"pestrada","android-tdd-playground","Java",106,4,13,2,"2",82
"taganaka","polipus","Ruby",74,8,40,24,"2",208
"lionelbarrow","braintree-go","Go",60,10,27,11,"2",108
"un33k","django-ipware","Python",136,3,2,5,"2",76
"jpmml","openscoring","Java",87,1,0,3,"2",69
"mbi","django-front","Python",137,4,4,5,"2",79
"pydanny","django-admin2","Python",180,21,89,118,"2",609
"alexwolfe","Buttons","Ruby",2602,8,34,26,"2",138
"square","picasso","Java",5476,70,344,737,"2",1109
"carrierwaveuploader","carrierwave","Ruby",5740,263,519,1192,"7",571
"alibaba","RocketMQ","Java",869,11,26,513,"2",57
"lepture","flask-oauthlib","Python",390,43,99,124,"2",352
"dmendel","bindata","Ruby",184,3,9,50,"8",73
"hsume2","browserify-rails","Ruby",65,7,14,20,"2",56
"clarkgrubb","data-tools","Python",97,1,0,1,"2",173
"lucasmazza","spriteful","Ruby",130,3,14,19,"2",180
"ruby-rdf","json-ld","Ruby",58,1,0,9,"2",140
"dbader","schedule","Python",441,6,18,27,"2",109
"klen","mixer","Python",191,10,15,25,"2",225
"jetrockets","attrio","Ruby",83,4,5,6,"2",104
"mNantern","QTodoTxt","Python",127,12,28,117,"2",166
"inossidabile","protector","Ruby",134,8,16,50,"2",192
"code4craft","webmagic","Java",861,17,41,177,"2",651
"evonove","django-oauth-toolkit","Python",394,51,89,174,"2",419
"fusionbox","django-widgy","Python",119,12,213,95,"2",1732
"zanata","zanata-server","Java",107,4,893,0,"7",152
"macfanatic","motion_data_wrapper","Ruby",59,3,12,12,"2",59
"bundler","bundler","Ruby",2834,416,1098,2720,"7",2405
"google","go-github","Go",848,63,131,83,"2",512
"kermitt2","grobid","Java",84,2,7,49,"2",55
"dhellmann","smiley","Python",108,1,2,32,"2",72
"gdg-x","frisbee","Java",138,26,208,169,"2",758
"avdi","naught","Ruby",259,20,51,17,"2",196
