build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
739447608,8cbbe8c54e28a67aa9c66d48d4f578b252c900f5,,3.x,failed,3063,2020-10-28 01:12:16 UTC,739447609,739447610,739447611,739447612,739447613,739447614,739447615,739447616,739447617,739447618,739447621,739447622,739447623,push
739327944,ee3eb3f821f03e9d4ab8ff5a0ef8e4e6cf2d00af,,3.x,failed,3330,2020-10-27 16:40:43 UTC,739327945,739327946,739327947,739327948,739327949,739327950,739327951,739327952,739327953,739327954,739327955,739327956,739327957,push
739324692,ca6c59fb83cb320f5f1280e1e1656b43260d1278,,3.x,canceled,0,,739324693,739324694,739324695,739324696,739324697,739324698,739324699,739324700,739324701,739324702,739324703,739324704,739324705,push
739318097,c286e8aee483c332c4692414cda86538802c8d62,,3.x,canceled,0,,739318098,739318099,739318100,739318101,739318102,739318103,739318104,739318105,739318106,739318107,739318108,739318109,739318110,push
739317445,28f0014ceea1fc36c04545710ac3ced15749855f,6586,3.x,canceled,0,,739317446,739317447,739317448,739317449,739317450,739317451,739317452,739317453,739317454,739317455,739317456,739317457,739317458,pull_request
739315811,d42ae06a24ab69de46a726ee49be5dd502f46166,,3.x,canceled,0,,739315812,739315813,739315814,739315815,739315816,739315817,739315818,739315819,739315820,739315821,739315822,739315823,739315824,push
739309936,94408d331d0b2370a8b53f4444c7d709dea4c6db,6585,3.x,canceled,0,,739309937,739309938,739309939,739309940,739309941,739309942,739309943,739309944,739309945,739309946,739309947,739309948,739309949,pull_request
739308911,fdd852946266cbaa491af858122a9ee48cbe801e,,3.x,canceled,0,,739308912,739308913,739308914,739308915,739308916,739308917,739308918,739308919,739308920,739308921,739308922,739308923,739308924,push
739307166,1b0f566bca67c6114f90d0fc56e55b2337d5ebc6,,3.x,canceled,0,,739307167,739307168,739307169,739307170,739307171,739307172,739307173,739307174,739307175,739307176,739307177,739307178,739307179,push
739304678,e92907c72b377f4359e96dbaea7e8f89b131cd58,,3.x,canceled,0,,739304679,739304680,739304681,739304682,739304683,739304684,739304685,739304686,739304687,739304688,739304689,739304690,739304691,push
739298682,15c470ba561df06907647d03f5647477126bf543,,3.x,canceled,0,,739298685,739298687,739298689,739298690,739298691,739298697,739298698,739298699,739298700,739298702,739298703,739298704,739298705,push
739281170,9d8ad91781ebeff40c382f46f449dfa264c7cafc,,3.x,canceled,0,,739281171,739281172,739281173,739281174,739281175,739281176,739281177,739281178,739281179,739281180,739281181,739281182,739281183,push
739281008,b44ade2ebe95057ddf62c049b74afde6c48fd277,,3.x,canceled,0,,739281009,739281010,739281011,739281012,739281013,739281014,739281015,739281016,739281017,739281018,739281019,739281020,739281021,push
739267301,cb5d4557b5c49d95a064bb2dcfb0709c37b0c3e4,,3.x,canceled,0,,739267302,739267303,739267304,739267305,739267306,739267307,739267309,739267310,739267311,739267312,739267313,739267314,739267315,push
739258045,39b9efcae1506fd0e795ef5cf1092e2f314cce73,,3.x,canceled,2078,2020-10-27 12:00:22 UTC,739258046,739258047,739258048,739258049,739258050,739258051,739258052,739258053,739258054,739258055,739258056,739258057,739258058,push
739248525,8184e895f6be8a90c56ac42afae3863025c17df9,,3.x,canceled,0,,739248526,739248527,739248528,739248529,739248530,739248531,739248532,739248533,739248534,739248535,739248536,739248537,739248538,push
739241932,d5150e8cb4dd40aa25adb9b664a64e21e6087703,,3.x,canceled,0,,739241933,739241934,739241935,739241936,739241937,739241938,739241939,739241940,739241941,739241942,739241943,739241944,739241945,push
739237267,50e208a9ecff32244f34c6593d97770cfb1b5b45,,3.x,canceled,0,,739237268,739237269,739237270,739237271,739237272,739237273,739237274,739237275,739237276,739237277,739237278,739237279,739237280,push
739230642,ba6233e38978c3eb75c37da684c97269bcd3c9b4,,3.x,canceled,0,,739230643,739230644,739230645,739230646,739230647,739230648,739230649,739230650,739230651,739230652,739230653,739230654,739230655,push
739062201,d88921c296f90bd57ff4c75ea2fe7b089ea7cda5,,3.x,canceled,1571,2020-10-26 20:57:37 UTC,739062202,739062203,739062204,739062205,739062206,739062207,739062208,739062209,739062210,739062211,739062212,739062213,739062214,push
739035322,89c367f972edbd8080bd5f7236685507f89d0036,6584,3.x,canceled,0,,739035323,739035324,739035325,739035326,739035327,739035328,739035329,739035330,739035331,739035332,739035333,739035334,739035335,pull_request
