build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
694478795,f3b54925e2585257f51ad94127607465ee7fbca0,235,master,passed,505,2020-06-04 01:15:40 UTC,694478796,694478797,694478798,694478799,694478800,694478801,694478802,694478803,694478804,694478805,694478807,694478808,694478810,694478811,694478812,694478813,694478814,694478815,694478816,694478817,694478818,694478819,694478820,pull_request
694468551,b09968034ed41cbd86ad0b854a985a178b1e66cc,235,master,passed,503,2020-06-04 00:22:00 UTC,694468552,694468553,694468554,694468555,694468556,694468557,694468558,694468559,694468560,694468561,694468562,694468563,694468564,694468565,694468566,694468567,694468568,694468569,694468570,694468571,694468572,694468573,694468574,pull_request
694437147,96c45fc6494eff58d69d6dcc1473ac0debc90038,235,master,passed,493,2020-06-03 21:56:13 UTC,694437148,694437149,694437150,694437151,694437152,694437153,694437154,694437155,694437156,694437157,694437158,694437159,694437160,694437161,694437162,694437163,694437164,694437165,694437166,694437167,694437168,694437169,694437170,pull_request
694379240,6e0a5fbe6c78dcfe21e045f9de8f818259070d0c,235,master,passed,516,2020-06-03 18:50:48 UTC,694379241,694379242,694379243,694379244,694379245,694379246,694379247,694379248,694379249,694379250,694379251,694379252,694379253,694379254,694379255,694379256,694379257,694379258,694379259,694379260,694379261,694379262,694379263,pull_request
694374226,2d15e51d2f4483e0b2abc660fe57962834abe796,235,master,passed,515,2020-06-03 18:36:31 UTC,694374227,694374228,694374230,694374231,694374233,694374234,694374240,694374241,694374242,694374243,694374244,694374245,694374246,694374247,694374248,694374249,694374251,694374252,694374254,694374255,694374257,694374258,694374260,pull_request
694373851,3e42b02a06191cb35c05429a2e8dbdf54c3ed281,235,master,failed,501,2020-06-03 18:33:39 UTC,694373852,694373853,694373854,694373855,694373856,694373857,694373859,694373861,694373862,694373863,694373864,694373865,694373866,694373867,694373868,694373869,694373870,694373871,694373872,694373873,694373874,694373875,694373876,pull_request
694206984,a58788f137cf4bcc44fec5415fc16beb36e19cd7,229,master,passed,502,2020-06-03 10:59:16 UTC,694206985,694206986,694206987,694206988,694206989,694206990,694206991,694206992,694206993,694206994,694206995,694206996,694206997,694206998,694206999,694207000,694207001,694207002,694207003,694207004,694207005,694207006,694207007,pull_request
694205751,a3de3269c2206847d4afb3598690ac1ce84f70e1,229,master,passed,492,2020-06-03 10:54:32 UTC,694205752,694205753,694205754,694205755,694205756,694205757,694205758,694205759,694205760,694205761,694205762,694205763,694205764,694205765,694205766,694205767,694205768,694205769,694205770,694205771,694205772,694205774,694205775,pull_request
694204323,ff7f6d582d23125802f717456dee7473088d4284,229,master,passed,518,2020-06-03 10:49:42 UTC,694204324,694204325,694204326,694204327,694204328,694204329,694204330,694204331,694204332,694204333,694204334,694204335,694204336,694204337,694204338,694204339,694204340,694204341,694204342,694204343,694204344,694204345,694204346,pull_request
694202612,c0856c81f0216f437474e6ea0311688c4a86d196,229,master,passed,502,2020-06-03 10:43:03 UTC,694202613,694202614,694202615,694202616,694202617,694202618,694202619,694202620,694202621,694202622,694202623,694202624,694202625,694202626,694202627,694202628,694202629,694202630,694202631,694202632,694202633,694202634,694202635,pull_request
694087449,1b1f330e6e55da9a34158fa9b6755872a22934b0,234,master,passed,560,2020-06-03 02:00:53 UTC,694087450,694087451,694087452,694087453,694087454,694087455,694087456,694087457,694087458,694087459,694087460,694087461,694087462,694087463,694087464,694087465,694087466,694087467,694087468,694087469,694087470,694087471,694087472,pull_request
693683547,a354a77360f80bfb5dceff44ca16c5d854d74555,234,master,passed,573,2020-06-02 02:10:20 UTC,693683548,693683549,693683550,693683551,693683552,693683553,693683554,693683555,693683556,693683557,693683558,693683559,693683560,693683561,693683562,693683563,693683564,693683565,693683566,693683567,693683568,693683569,693683570,pull_request
693581653,dcd110267ced6e2aeb2264dd0a6c5a9af516fc9e,234,master,passed,567,2020-06-01 19:37:13 UTC,693581654,693581655,693581656,693581657,693581658,693581659,693581660,693581661,693581662,693581663,693581664,693581665,693581666,693581667,693581668,693581669,693581670,693581671,693581672,693581673,693581674,693581675,693581676,pull_request
